"","lng","lat"
"890",-118.267685,33.934192
"891",-117.662122,34.083988
"892",-118.326543,33.809646
"893",-118.014296,33.842871
"894",-118.292538,33.716722
"895",-106.023894,35.645494
"896",-118.2453,33.784053
"897",-123.127749,49.231023
"898",-117.9970879,33.7363004
"899",-118.2140682,33.8969594
"900",-117.150002,33.633224
"901",-118.028892,33.9101659
"902",-118.0544285,34.1616951
"903",-118.101613,33.898772
"904",-118.1471565,33.7920181
"905",-118.0732077,33.8996135
"906",-118.2353521,33.9037336
"907",-117.9629733,33.8297371
"908",-118.175702,33.84328
"909",-117.897285,33.914601
"910",-118.2639541,33.8017325
"911",-118.125731,33.809086
"912",-117.532505,33.97816
"913",-117.9144478,33.71834
"914",-117.463707,33.9037099
"915",-118.1701605,33.7689882
"916",-117.336224,33.9822461
"917",-118.311794,33.76905
"918",-118.3406288,33.8358492
"919",-118.310323,33.913728
"920",-122.445307,48.7756882
"921",-117.6683917,33.4906229
"922",-118.3059759,33.7970024
"923",-118.343038,33.868977
"924",-118.3116197,33.8012071
"925",-118.4291107,34.2605389
"926",-118.138795,33.854593
"927",NA,NA
"928",-118.1502725,34.1749284
"929",-90.7607758,29.6700404
"930",-118.355882,33.817746
"931",-118.277976,33.797872
"932",-118.2809454,33.744027
"933",-118.163999,33.775721
"934",-117.6935162,33.4695782
"935",-118.2657124,33.8071418
"936",-118.299631,33.736697
"937",-118.3862791,34.0328503
"938",NA,NA
"939",-118.3351375,33.9321446
"940",-117.572943,33.882318
